userID,itemID,rating
u1,Teenage Mutant Ninja Turtles II: The Secret of the Ooze (1991),4
u1,Teenage Mutant Ninja Turtles III (1993),4
u1,Red Dawn (1984),5
u1,"Good Morning, Vietnam (1987)",5
u1,Grumpy Old Men (1993),5
u1,Ladyhawke (1985),4
u1,Hook (1991),4
u1,Predator (1987),4
u1,Gladiator (2000),5
u1,Road Trip (2000),4
u1,"Man with the Golden Gun, The (1974)",4
u1,Blazing Saddles (1974),5
u1,Mad Max (1979),5
u1,"Road Warrior, The (Mad Max 2) (1981)",5
u1,Shaft (1971),5
u1,Big Trouble in Little China (1986),4
u1,Shaft (2000),4
u1,X-Men (2000),5
u1,What About Bob? (1991),4
u1,Transformers: The Movie (1986),4
u1,M*A*S*H (a.k.a. MASH) (1970),5
u2,"Shawshank Redemption, The (1994)",3
u2,Tommy Boy (1995),4
u2,Good Will Hunting (1997),4.5
u2,Gladiator (2000),4
u2,Kill Bill: Vol. 1 (2003),4
u2,Collateral (2004),3.5
u2,Talladega Nights: The Ballad of Ricky Bobby (2006),4
u2,"Departed, The (2006)",4
u2,"Dark Knight, The (2008)",4.5
u2,Step Brothers (2008),5
u2,Inglourious Basterds (2009),4.5
u2,Zombieland (2009),3
u2,Shutter Island (2010),4
u2,Exit Through the Gift Shop (2010),3
u2,Inception (2010),4
u2,"Town, The (2010)",4.5
u2,Inside Job (2010),5
u2,Louis C.K.: Hilarious (2010),4
u2,Warrior (2011),5
u2,"Dark Knight Rises, The (2012)",3.5
u2,"Girl with the Dragon Tattoo, The (2011)",2.5
u2,Django Unchained (2012),3.5
u2,"Wolf of Wall Street, The (2013)",5
u2,Interstellar (2014),3
u2,Whiplash (2014),4
u2,The Drop (2014),2
u2,Ex Machina (2015),3.5
u2,Mad Max: Fury Road (2015),5
u2,The Jinx: The Life and Deaths of Robert Durst (2015),5
u3,Dangerous Minds (1995),0.5
u3,Schindler's List (1993),0.5
u3,Courage Under Fire (1996),0.5
u3,Operation Dumbo Drop (1995),0.5
u3,Wallace & Gromit: The Best of Aardman Animation (1996),0.5
u3,Escape from L.A. (1996),5
u3,My Fair Lady (1964),0.5
u3,"Doors, The (1991)",0.5
u3,On Golden Pond (1981),0.5
u3,"Deer Hunter, The (1978)",0.5
u3,Patton (1970),0.5
u3,Highlander (1986),3.5
u3,Field of Dreams (1989),0.5
u3,Star Trek: The Motion Picture (1979),3
u3,Conan the Barbarian (1982),4.5
u3,Bambi (1942),0.5
u3,Lady and the Tramp (1955),0.5
u3,"Rescuers, The (1977)",0.5
u3,Tron (1982),2
u3,"Thing, The (1982)",4
u3,You've Got Mail (1998),0.5
u3,Saturn 3 (1980),5
u3,Piranha (1978),4.5
u3,Fast Times at Ridgemont High (1982),0.5
u3,"Road Warrior, The (Mad Max 2) (1981)",5
u3,Requiem for a Dream (2000),0.5
u3,The Lair of the White Worm (1988),5
u3,Snow Dogs (2002),0.5
u3,Hangar 18 (1980),5
u3,Galaxy of Terror (Quest) (1981),5
u3,Looker (1981),4.5
u3,Android (1982),5
u3,Green Card (1990),0.5
u3,Alien Contamination (1980),5
u3,Master of the Flying Guillotine (Du bi quan wang da po xue di zi) (1975),4.5
u3,Death Race 2000 (1975),5
u3,"Clonus Horror, The (1979)",4.5
u3,Troll 2 (1990),5
u3,2012 (2009),0.5
u4,Get Shorty (1995),3
u4,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),2
u4,To Die For (1995),3
u4,Seven (a.k.a. Se7en) (1995),2
u4,Mighty Aphrodite (1995),3
u4,"Postman, The (Postino, Il) (1994)",3
u4,Nobody Loves Me (Keiner liebt mich) (1994),4
u4,Flirting With Disaster (1996),5
u4,"NeverEnding Story III, The (1994)",1
u4,Crumb (1994),5
u4,Jeffrey (1995),3
u4,Living in Oblivion (1995),5
u4,Safe (1995),2
u4,Before Sunrise (1995),5
u4,Circle of Friends (1995),1
u4,Eat Drink Man Woman (Yin shi nan nu) (1994),5
u4,Ed Wood (1994),2
u4,Heavenly Creatures (1994),3
u4,Star Wars: Episode IV - A New Hope (1977),5
u4,Like Water for Chocolate (Como agua para chocolate) (1992),5
u4,Pulp Fiction (1994),1
u4,Shallow Grave (1994),5
u4,Muriel's Wedding (1994),5
u4,"Adventures of Priscilla, Queen of the Desert, The (1994)",4
u4,Bullets Over Broadway (1994),4
u4,"Corrina, Corrina (1994)",3
u4,Four Weddings and a Funeral (1994),3
u4,Maverick (1994),4
u4,Barcelona (1994),2
u4,Dazed and Confused (1993),1
u4,With Honors (1994),2
u4,"Fugitive, The (1993)",5
u4,In the Name of the Father (1993),5
u4,Manhattan Murder Mystery (1993),5
u4,"Piano, The (1993)",1
u4,Six Degrees of Separation (1993),5
u4,Sleepless in Seattle (1993),1
u4,Tombstone (1993),2
u4,Aladdin (1992),4
u4,"Silence of the Lambs, The (1991)",5
u4,Beauty and the Beast (1991),3
u4,"Wild Bunch, The (1969)",2
u4,Fargo (1996),5
u4,Mission: Impossible (1996),3
u4,"Truth About Cats & Dogs, The (1996)",4
u4,Maya Lin: A Strong Clear Vision (1994),3
u4,Lone Star (1996),4
u4,Twelfth Night (1996),4
u4,"Philadelphia Story, The (1940)",5
u4,Singin' in the Rain (1952),4
u4,Breakfast at Tiffany's (1961),4
u4,Rear Window (1954),4
u4,North by Northwest (1959),5
u4,Some Like It Hot (1959),5
u4,Casablanca (1942),5
u4,My Fair Lady (1964),5
u4,"Wizard of Oz, The (1939)",5
u4,Gone with the Wind (1939),5
u4,Notorious (1946),5
u4,Love in the Afternoon (1957),3
u4,"Sword in the Stone, The (1963)",4
u4,Beautiful Thing (1996),5
u4,Everyone Says I Love You (1996),3
u4,Swingers (1996),2
u4,Willy Wonka & the Chocolate Factory (1971),4
u4,Sleeper (1973),5
u4,"Fish Called Wanda, A (1988)",2
u4,Monty Python's Life of Brian (1979),5
u4,Bonnie and Clyde (1967),5
u4,Dial M for Murder (1954),5
u4,"Crying Game, The (1992)",3
u4,Rebel Without a Cause (1955),5
u4,Monty Python and the Holy Grail (1975),5
u4,"Grifters, The (1990)",4
u4,"English Patient, The (1996)",1
u4,Strictly Ballroom (1992),5
u4,Star Wars: Episode V - The Empire Strikes Back (1980),5
u4,"Princess Bride, The (1987)",5
u4,Raiders of the Lost Ark (Indiana Jones and the Raiders of the Lost Ark) (1981),3
u4,Brazil (1985),2
u4,12 Angry Men (1957),5
u4,"Wings of Desire (Himmel über Berlin, Der) (1987)",1
u4,Goodfellas (1990),4
u4,Psycho (1960),4
u4,Amadeus (1984),4
u4,"Bridge on the River Kwai, The (1957)",5
u4,Stand by Me (1986),4
u4,Groundhog Day (1993),4
u4,Unforgiven (1992),4
u4,Night on Earth (1991),2
u4,Fantasia (1940),5
u4,High Noon (1952),5
u4,This Is Spinal Tap (1984),4
u4,Indiana Jones and the Last Crusade (1989),4
u4,Butch Cassidy and the Sundance Kid (1969),3
u4,Mars Attacks! (1996),1
u4,Waiting for Guffman (1996),5
u4,Donnie Brasco (1997),4
u4,Grosse Pointe Blank (1997),4
u4,Austin Powers: International Man of Mystery (1997),4
u4,Men in Black (a.k.a. MIB) (1997),3
u4,Conspiracy Theory (1997),1
u4,L.A. Confidential (1997),2
u4,"Full Monty, The (1997)",4
u4,Good Will Hunting (1997),1
u4,"Sweet Hereafter, The (1997)",4
u4,"Big Lebowski, The (1998)",4
u4,Afterglow (1997),5
u4,My Life in Pink (Ma vie en rose) (1997),3
u4,"Spanish Prisoner, The (1997)",5
u4,Character (Karakter) (1997),2
u4,Bulworth (1998),4
u4,"Opposite of Sex, The (1998)",3
u4,"Perfect Murder, A (1998)",2
u4,Can't Hardly Wait (1998),4
u4,Mulan (1998),3
u4,Smoke Signals (1998),4
u4,Buffalo '66 (a.k.a. Buffalo 66) (1998),1
u4,There's Something About Mary (1998),3
u4,West Side Story (1961),5
u4,Metropolitan (1990),2
u4,Labyrinth (1986),5
u4,"Breakfast Club, The (1985)",4
u4,Seven Samurai (Shichinin no samurai) (1954),2
u4,Blue Velvet (1986),4
u4,"Jungle Book, The (1967)",5
u4,"Jerk, The (1979)",4
u4,Pretty in Pink (1986),3
u4,"Gods Must Be Crazy, The (1980)",5
u4,Beetlejuice (1988),5
u4,Strangers on a Train (1951),5
u4,Shadow of a Doubt (1943),4
u4,Saboteur (1942),5
u4,Pecker (1998),1
u4,Life Is Beautiful (La Vita è bella) (1997),1
u4,Elizabeth (1998),2
u4,"Nights of Cabiria (Notti di Cabiria, Le) (1957)",4
u4,Waking Ned Devine (a.k.a. Waking Ned) (1998),4
u4,Little Voice (1998),5
u4,Rushmore (1998),3
u4,Romancing the Stone (1984),4
u4,"Name of the Rose, The (Name der Rose, Der) (1986)",4
u4,"Matrix, The (1999)",1
u4,Cookie's Fortune (1999),5
u4,Election (1999),5
u4,Star Wars: Episode I - The Phantom Menace (1999),1
u4,Austin Powers: The Spy Who Shagged Me (1999),4
u4,Run Lola Run (Lola rennt) (1998),5
u4,Eyes Wide Shut (1999),2
u4,"Sixth Sense, The (1999)",4
u4,"Thomas Crown Affair, The (1999)",1
u4,Bowfinger (1999),2
u4,Airplane! (1980),5
u4,"Black Cat, White Cat (Crna macka, beli macor) (1998)",5
u4,American Beauty (1999),5
u4,"Pajama Game, The (1957)",4
u4,High Plains Drifter (1973),4
u4,Hairspray (1988),5
u4,Fight Club (1999),2
u4,Crimes and Misdemeanors (1989),2
u4,Being John Malkovich (1999),4
u4,Spaceballs (1987),4
u4,Dead Again (1991),5
u4,"Commitments, The (1991)",4
u4,Mansfield Park (1999),3
u4,All About My Mother (Todo sobre mi madre) (1999),5
u4,Magnolia (1999),4
u4,Galaxy Quest (1999),1
u4,"Talented Mr. Ripley, The (1999)",4
u4,"Boys from Brazil, The (1978)",4
u4,"League of Their Own, A (1992)",4
u4,Wonder Boys (2000),4
u4,Defending Your Life (1991),3
u4,"Searchers, The (1956)",5
u4,JFK (1991),4
u4,Erin Brockovich (2000),4
u4,High Fidelity (2000),2
u4,Hook (1991),1
u4,"Outlaw Josey Wales, The (1976)",5
u4,East is East (1999),2
u4,Mr. Mom (1983),1
u4,Blow-Up (Blowup) (1966),3
u4,What About Bob? (1991),3
u4,I'm the One That I Want (2000),5
u4,Almost Famous (2000),4
u4,Best in Show (2000),3
u4,Billy Elliot (2000),4
u4,"Crouching Tiger, Hidden Dragon (Wo hu cang long) (2000)",4
u4,"Planes, Trains & Automobiles (1987)",3
u4,Chocolat (2000),1
u4,"Gift, The (2000)",3
u4,Before Night Falls (2000),4
u4,"O Brother, Where Art Thou? (2000)",3
u4,State and Main (2000),3
u4,Thirteen Days (2000),4
u4,Traffic (2000),5
u4,"Legend of Rita, The (Stille nach dem Schuß, Die) (1999)",3
u4,Innerspace (1987),4
u4,In the Mood For Love (Fa yeung nin wa) (2000),3
u4,Series 7: The Contenders (2001),3
u4,Memento (2000),2
u4,Blow (2001),5
u4,Bridget Jones's Diary (2001),4
u4,"Circle, The (Dayereh) (2000)",3
u4,"Visit, The (2000)",2
u4,Under the Sand (2000),4
u4,Moulin Rouge (2001),1
u4,Divided We Fall (Musíme si pomáhat) (2000),4
u4,"Closet, The (Placard, Le) (2001)",3
u4,Ghost World (2001),1
u4,Together (Tillsammans) (2000),3
u4,L.I.E. (2001),5
u4,"Man Who Wasn't There, The (2001)",3
u4,Harry Potter and the Sorcerer's Stone (a.k.a. Harry Potter and the Philosopher's Stone) (2001),4
u4,"Devil's Backbone, The (Espinazo del diablo, El) (2001)",4
u4,No Man's Land (2001),5
u5,Toy Story (1995),4
u5,Get Shorty (1995),4
u5,Babe (1995),4
u5,Dead Man Walking (1995),4
u5,Clueless (1995),3
u5,"Usual Suspects, The (1995)",4
u5,"Postman, The (Postino, Il) (1994)",5
u5,Braveheart (1995),4
u5,Apollo 13 (1995),3
u5,Batman Forever (1995),3
u5,Eat Drink Man Woman (Yin shi nan nu) (1994),4
u5,Heavenly Creatures (1994),5
u5,Interview with the Vampire: The Vampire Chronicles (1994),3
u5,Little Women (1994),4
u5,Like Water for Chocolate (Como agua para chocolate) (1992),3
u5,Legends of the Fall (1994),1
u5,Once Were Warriors (1994),5
u5,Pulp Fiction (1994),5
u5,Quiz Show (1994),3
u5,Stargate (1994),2
u5,"Shawshank Redemption, The (1994)",3
u5,Ace Ventura: Pet Detective (1994),3
u5,Clear and Present Danger (1994),3
u5,Four Weddings and a Funeral (1994),2
u5,"Lion King, The (1994)",3
u5,"Mask, The (1994)",4
u5,True Lies (1994),2
u5,Addams Family Values (1993),3
u5,"Fugitive, The (1993)",4
u5,In the Line of Fire (1993),4
u5,In the Name of the Father (1993),5
u5,"Remains of the Day, The (1993)",3
u5,Schindler's List (1993),5
u5,"Secret Garden, The (1993)",4
u5,Shadowlands (1993),3
u5,Aladdin (1992),4
u5,Terminator 2: Judgment Day (1991),3
u5,Dances with Wolves (1990),5
u5,Batman (1989),3
u5,Snow White and the Seven Dwarfs (1937),5
u5,Beauty and the Beast (1991),5
u5,Pinocchio (1940),5
u5,Pretty Woman (1990),3
u5,Fargo (1996),3
u6,Jumanji (1995),4
u6,Grumpier Old Men (1995),5
u6,Waiting to Exhale (1995),3
u6,Father of the Bride Part II (1995),5
u6,Heat (1995),4
u6,Sabrina (1995),4
u6,Tom and Huck (1995),3
u6,GoldenEye (1995),3
u6,"American President, The (1995)",4
u6,Balto (1995),3
u6,Cutthroat Island (1995),4
u6,Casino (1995),4
u6,Sense and Sensibility (1995),4
u6,Ace Ventura: When Nature Calls (1995),2
u6,Get Shorty (1995),2
u6,Copycat (1995),5
u6,Powder (1995),4
u6,Leaving Las Vegas (1995),3
u6,Othello (1995),4
u6,Now and Then (1995),3
u6,Dangerous Minds (1995),3
u6,Twelve Monkeys (a.k.a. 12 Monkeys) (1995),4
u6,Babe (1995),4
u6,Dead Man Walking (1995),5
u6,Richard III (1995),4
u6,Restoration (1995),4
u6,To Die For (1995),3
u6,How to Make an American Quilt (1995),4
u6,Seven (a.k.a. Se7en) (1995),4
u6,"Usual Suspects, The (1995)",1
u6,"Big Green, The (1995)",4
u6,"Indian in the Cupboard, The (1995)",4
u6,Eye for an Eye (1996),4
u6,Mr. Holland's Opus (1995),4
u6,Bio-Dome (1996),3
u6,Lawnmower Man 2: Beyond Cyberspace (1996),3
u6,Screamers (1995),4
u6,"Juror, The (1996)",3
u6,White Squall (1996),5
u6,Dunston Checks In (1996),3
u6,Black Sheep (1996),2
u6,Nick of Time (1995),4
u6,Mary Reilly (1996),4
u6,Vampire in Brooklyn (1995),4
u6,Broken Arrow (1996),4
u6,City Hall (1996),3
u6,Mr. Wrong (1996),1
u6,Happy Gilmore (1996),4
u6,"Bridges of Madison County, The (1995)",3
u6,Braveheart (1995),5
u6,Rumble in the Bronx (Hont faan kui) (1995),4
u6,Before and After (1996),3
u6,"NeverEnding Story III, The (1994)",3
u6,Down Periscope (1996),3
u6,Up Close and Personal (1996),3
u6,"Birdcage, The (1996)",4
u6,Bad Boys (1995),4
u6,"Amazing Panda Adventure, The (1995)",4
u6,Apollo 13 (1995),4
u6,Rob Roy (1995),4
u6,Batman Forever (1995),3
u6,Casper (1995),4
u6,Clockers (1995),3
u6,Congo (1995),5
u6,Crimson Tide (1995),3
u6,Desperado (1995),3
u6,Die Hard: With a Vengeance (1995),3
u6,First Knight (1995),5
u6,Hackers (1995),3
u6,Jeffrey (1995),3
u6,Jury Duty (1995),3
u6,Lord of Illusions (1995),3
u6,Mad Love (1995),1
u6,Mallrats (1995),2
u6,Mighty Morphin Power Rangers: The Movie (1995),3
u6,"Net, The (1995)",3
u6,Nine Months (1995),3
u6,Reckless (1995),3
u6,"Scarlet Letter, The (1995)",2
u6,Something to Talk About (1995),4
u6,Species (1995),3
u6,Three Wishes (1995),3
u6,Under Siege 2: Dark Territory (1995),3
u6,Unstrung Heroes (1995),3
u6,"Walk in the Clouds, A (1995)",4
u6,Waterworld (1995),3
u6,White Man's Burden (1995),3
u6,Wild Bill (1995),4
u6,Bushwhacked (1995),4
u6,Billy Madison (1995),4
u6,"Babysitter, The (1995)",3
u6,Boys on the Side (1995),2
u6,"Cure, The (1995)",3
u6,Circle of Friends (1995),4
u6,Don Juan DeMarco (1995),3
u6,Disclosure (1994),4
u6,Dolores Claiborne (1995),5
u6,Dumb & Dumber (Dumb and Dumber) (1994),3
u6,Exit to Eden (1994),2
u6,French Kiss (1995),4
u6,Forget Paris (1995),4
u6,"Goofy Movie, A (1995)",3
u6,Hideaway (1995),3
u6,Gordy (1995),3
u6,Houseguest (1994),5
u6,Heavyweights (Heavy Weights) (1995),4
u6,"Hunted, The (1995)",3
u6,I.Q. (1994),4
u6,Interview with the Vampire: The Vampire Chronicles (1994),3
u6,Jefferson in Paris (1995),3
u6,Junior (1994),3
u6,Just Cause (1995),5
u6,"Kid in King Arthur's Court, A (1995)",3
u6,Little Women (1994),4
u6,"Little Princess, A (1995)",5
u6,Like Water for Chocolate (Como agua para chocolate) (1992),3
u6,Legends of the Fall (1994),3
u6,Major Payne (1995),3
u6,Love Affair (1994),3
u6,Losing Isaiah (1995),4
u6,Mary Shelley's Frankenstein (Frankenstein) (1994),3
u6,Man of the House (1995),4
u6,Milk Money (1994),4
u6,Miracle on 34th Street (1994),5
u6,My Family (1995),3
u6,Nobody's Fool (1994),4
u6,Nell (1994),3
u6,Natural Born Killers (1994),2
u6,Only You (1994),3
u6,Poison Ivy II (1996),3
u6,Outbreak (1995),4
u6,Léon: The Professional (a.k.a. The Professional) (Léon) (1994),3
u6,Pulp Fiction (1994),2
u6,"Queen Margot (Reine Margot, La) (1994)",3
u6,"Quick and the Dead, The (1995)",3
u6,Roommates (1995),4
u6,Rent-a-Kid (1995),3
u6,Stuart Saves His Family (1995),1
u6,"Swan Princess, The (1994)",3
u6,"Secret of Roan Inish, The (1994)",5
u6,"Specialist, The (1994)",4
u6,Stargate (1994),5
u6,"Santa Clause, The (1994)",4
u6,"Shawshank Redemption, The (1994)",5
u6,Tank Girl (1995),1
u6,Star Trek: Generations (1994),4
u6,Tales from the Hood (1995),3
u6,Village of the Damned (1995),3
u6,Tommy Boy (1995),5
u6,"Walking Dead, The (1995)",3
u6,What's Eating Gilbert Grape (1993),5
u6,While You Were Sleeping (1995),4
u6,"War, The (1994)",4
u6,Muriel's Wedding (1994),3
u6,"Baby-Sitters Club, The (1995)",3
u6,Ace Ventura: Pet Detective (1994),3
u6,Bitter Moon (1992),3
u6,Bullets Over Broadway (1994),3
u6,Clear and Present Danger (1994),5
u6,"Client, The (1994)",5
u6,"Corrina, Corrina (1994)",4
u6,Crooklyn (1994),3
u6,"Crow, The (1994)",4
u6,Cobb (1994),4
u6,"Flintstones, The (1994)",4
u6,Forrest Gump (1994),5
u6,Four Weddings and a Funeral (1994),3
u6,Higher Learning (1995),3
u6,I Like It Like That (1994),3
u6,I Love Trouble (1994),3
u6,It Could Happen to You (1994),4
u6,"Jungle Book, The (1994)",3
u6,"Lion King, The (1994)",5
u6,"Wes Craven's New Nightmare (Nightmare on Elm Street Part 7: Freddy's Finale, A) (1994)",3
u6,"Mask, The (1994)",4
u6,Maverick (1994),5
u6,Naked Gun 33 1/3: The Final Insult (1994),4
u6,"Paper, The (1994)",3
u6,Richie Rich (1994),3
u6,Speed (1994),5
u6,Speechless (1994),3
u6,True Lies (1994),4
u6,When a Man Loves a Woman (1994),3
u6,Wolf (1994),3
u6,Wyatt Earp (1994),3
u6,Highlander III: The Sorcerer (a.k.a. Highlander: The Final Dimension) (1994),3
u6,Addams Family Values (1993),3
u6,"Age of Innocence, The (1993)",3
u6,Another Stakeout (1993),4
u6,Bad Girls (1994),3
u6,"Beverly Hillbillies, The (1993)",3
u6,Body Snatchers (1993),3
u6,City Slickers II: The Legend of Curly's Gold (1994),5
u6,Cliffhanger (1993),4
u6,Coneheads (1993),3
u6,Cops and Robbersons (1994),3
u6,Dave (1993),4
u6,Fatal Instinct (1993),3
u6,With Honors (1994),4
u6,"Firm, The (1993)",4
u6,Free Willy (1993),3
u6,"Fugitive, The (1993)",5
u6,Geronimo: An American Legend (1993),3
u6,Getting Even with Dad (1994),3
u6,Hot Shots! Part Deux (1993),2
u6,"Englishman Who Went Up a Hill But Came Down a Mountain, The (1995)",4
u6,"House of the Spirits, The (1993)",4
